N(059L,Champion 7GCBC Citabria,274-70,,,,,,,,
N17967,Schweizer SGS 2-33A,277,,,,,,,,
N17968,Schweizer SGS 2-33A,270,,,,,,,,
N17969,Schweizer SGS 2-33A,269,,,,,,,,
N1796A,Beech 95.D55 Baron,TE-753,,,,,,,,
N1796D,Cessna 170A,20238,,,,,,,,
N1796G,Cessna 310R,0048,,,,,,,,
N1796J,PA.28 Cherokee 140,28-24222,,,,,,,,
N1796K,Luscombe 8 Silvaire,4523,,,,,,,,
N1796M,Cessna 182P Skylane,64449,,,,,,,,
N1796N,Cessna 120,12040,,,,,,,,
N1796P,PA.22 150,22-2569,,,,,,,,
N1796Q,Cessna 150L,73096,,,,,,,,
N1796R,Cessna A.185F Skywagon,02512,,,,,,,,
N1796T,PA.28 Cherokee 140D,28-7125135,,,,,,,,
N1796V,Cessna 120,13981,,,,,,,,
N1796X,Cessna T.210L Turbo Centurion,60816,,,,,,,,
N1797,Corben Junior Ace Model E,1935,,,,,,,,
N17970,Schweizer SGS 2-32,80,,,,,,,,
N17971,Schweizer SGS 2-33A,271,,,,,,,,
N17973,Schweizer SGS 1-34,73,,,,,,,,
N17974,Schweizer SGS 1-34R,74,,,,,,,,
N17975,Schweizer SGS 1-34R,75,,,,,,,,
N17976,Schweizer SGS 1-35,4,,,,,,,,
N17978,Beech 95.B55 Baron,TC-2063,,,,,,,,
N17979,Beech 95.58 Baron,TH-832,,,,,,,,
N1797C,Cessna 180 Skywagon,30497,,,,,,,,
N1797D,Cessna 170A,20239,,,,,,,,
N1797E,Champion 7AC Champion,7AC-5364,,,,,,,,
N1797F,Cessna 172H Skyhawk,55192,,,,,,,,
N1797G,Beech P.35 Bonanza,D-6975,,,,,,,,
N1797H,Cessna 310C,35897,,,,,,,,
N1797J,Rockwell Commander 112TC,13027,,,,,,,,
N1797K,Luscombe 8E Silvaire DeLuxe,4524,,,,,,,,
N1797M,Cessna 182P Skylane,64450,,,,,,,,
N1797N,Cessna 120,12041,,,,,,,,
N1797P,PA.22 Tri-Pacer 160,22-2570,,,,,,,,
N1797Q,Cessna 150L,73097,,,,,,,,
N1797R,Cessna A.185F Skywagon,02513,,,,,,,,
N1797S,Aero Commander 600 S.2D,600-1397D,,,,,,,,
N1797V,Cessna 120,13982,,,,,,,,
N1797X,Cessna 210L Centurion,60817,,,,,,,,
N1797Z,Cessna 336 Skymaster,0097,,,,,,,,
N1798,Bensen B.8M,007,,,,,,,,
N17980,Beech 95.58 Baron,TH-840,,,,,,,,
N17981,Piper J.2 Cub,1581,,,,,,,,
N17982,Beech 95.B55 Baron,TC-2062,,,,,,,,
N17987,Beech A.36 Bonanza,E-1061,,,,,,,,
N17988,Beech V.35B Bonanza,D-10026,,,,,,,,
N1798A,PA.18 Super Cub,18-1667,,,,,,,,
N1798E,Aeronca 7BCM,7AC-5365,,,,,,,,
N1798F,Cessna 172H Skyhawk,55193,,,,,,,,
N1798G,Beech 35.B33 Debonair,CD-512,,,,,,,,
N1798H,Cessna 310C,35898,,,,,,,,
N1798J,PA.28 Cherokee 140,28-24224,,,,,,,,
N1798M,Cessna 182P Skylane,64451,,,,,,,,
N1798N,Cessna 120,12042,,,,,,,,
N1798Q,Cessna U.206F Stationair 6,02923,,,,,,,,
N1798R,Cessna A.185F Skywagon,02514,,,,,,,,
N1798S,Boeing N.2S3 Kaydet,75-7890,,,,,,,,
N1798T,PA.28 Cherokee 140D,28-7125137,,,,,,,,
N1798U,Douglas DC.9.31,47369,,,,,,,,
N1798V,Cessna 140,13983,,,,,,,,
N1798X,Cessna 210L Centurion,60818,,,,,,,,
N1799,Ryan ST-3KR,1799,,,,,,,,
N17990,Beech A.36 Bonanza,E-1058,,,,,,,,
N17993,Beech 95.E55 Baron,TE-1100,,,,,,,,
N17994,Beech 95.58TC Baron,TK-53,,,,,,,,
N17995,Beech B.60 Duke,P-428,,,,,,,,
N17996,Piper J.2 Cub,1596,,,,,,,,
N17997,Beech 95.58 Baron,TH-839,,,,,,,,
N17998,Beech F.33A Bonanza,CE-719,,,,,,,,
N17999,Burkhart-Grob G.102 Astir CS,5558S,,,,,,,,
N1799A,PA.18AS Super Cub 125,18-1669,,,,,,,,
N1799D,Cessna 170B,20241,,,,,,,,
N1799E,Aeronca 7AC Champion,7AC-5366,,,,,,,,
N1799G,Raven S.55A,S55A-161,,,,,,,,
N1799H,Cessna 310C,35899,,,,,,,,
N1799J,PA.28 Cherokee 140,28-24225,,,,,,,,
N1799K,Luscombe 8E Silvaire DeLuxe,4526,,,,,,,,
N1799M,Cessna 337F Super Skymaster,01399,,,,,,,,
N1799N,Cessna 120,12043,,,,,,,,
N1799P,PA.22 150,22-2572,,,,,,,,
N1799R,Cessna A.185F Skywagon,02515,,,,,,,,
N1799S,Aero Commander 600 S.2D,600-1407D,,,,,,,,
N1799T,PA.28 Cherokee 140D,28-7125136,,,,,,,,
N1799U,Douglas DC.9.31,47370,,,,,,,,
N1799W,Beech 95.B55 Baron,TC-1528,,,,,,,,
N1799X,Cessna T.210L Turbo Centurion,60819,,,,,,,,
N1799Z,Cessna 336 Skymaster,0099,,,,,,,,
N179AR,Grumman G.1159 Gulfstream 2,37,,,,,,,,
N179B,Bell 47G,33,,,,,,,,
N179BD,Bede BD.5,179,,,,,,,,
N179BV (C),Boeing-Vertol 179,101,,,,,,,,
N179C,Stinson 108-2 Voyager,108-3179,,,,,,,,
N179CR,PA.31 Turbo Navajo 325 C/R,31-7912118,,,,,,,,
N179DP,Beech 95.B55 Baron,TC-852,,,,,,,,
N179E,Slingsby T.51 Dart,1471,,,,,,,,
N179FR,Cessna 172N Skyhawk,73136,,,,,,,,
N179G,Erco 415C Ercoupe,1802,,,,,,,,
N179H,Cessna 310C,35895,,,,,,,,
N179HA,Hiller 360 Srs.UH.12E,HA3079,,,,,,,,
N179J,Taylorcraft BC.12D,9132,,,,,,,,
N179K,Monocoupe Monoprep,6077,,,,,,,,
N179L,Beech SNB.5 Kansan,ex Bu67115,,,,,,,,
N179M,Boeing A.75N1 Stearman,75-4502,,,,,,,,
N179MA,Mitsubishi Mu.2B 60,756SA,,,,,,,,
N179P,Navion B,NAV-4-2072B,,,,,,,,
N179PB,Monnett Monerai,12,,,,,,,,
N179PL,PA.32RT Lance 300-II,32R-7985012,,,,,,,,
N179RB,Cessna 172E Skyhawk,51510,,,,,,,,
N179RP,Beech 95.58 Baron,TH-845,,,,,,,,
N179RW,Thorp T.18C Tiger,179,,,,,,,,
N179SB,Beech 65 Queen air,LC-222,,,,,,,,
N179SH,Stoddard Hamilton SH.2 Glasair,179,,,,,,,,
N179SV,Bellanca 17-30A Super Viking,79-30927,,,,,,,,
N179T,Grumman G.1159 Gulfstream 2,86,,,,,,,,
N179TB,Rotorway Scorpion Too,5131,,,,,,,,
N179TW,Bellanca 17-30A Super Viking,79-30957,,,,,,,,
N179VP,Smith DSA.1 Miniplane,1,,,,,,,,
N179W,Beech 95.B55 Baron,TC-635,,,,,,,,
N179WS,Cessna 182B Skylane,51698,,,,,,,,
N17A,Smyth Sidewinder,212203,,,,,,,,
N17A,Smyth Sidewinder,212203,,,,,,,,
N17AA,Cessna T.50 Bobcat,3911,,,,,,,,
N17AA,Cessna T.50 Bobcat,3911,,,,,,,,
N17AB,Cessna 210A Centurion,57674  ex N6674X,,,,,,,,
N17AB,PA.24 Comanche 260,24-4905,,,,,,,,
N17AB (C),PA.24 Comanche 260,24-4905,,,,,,,,
N17AC,Mooney M.20F,670329,,,,,,,,
N17AC,Mooney M.20F,670329,,,,,,,,
N17AD,Mooney M.20E Chaparral,690008  ex N9063V,,,,,,,,
N17AD,Mooney M.20E Chaparral,690008  ex N9063V,,,,,,,,
N17AE,Pitts S.2B Special,5067,,,,,,,,
N17AE,Pitts S.2B Special,5067,,,,,,,,
N17AE (C),Aerotek-Pitts S.2A Special,2098  to N104DF,,,,,,,,
N17AE (C),Aerotek-Pitts S.2A Special,2098  to N104DF,,,,,,,,
N17AF,PA.23 Aztec 250E,27-7405291,,,,,,,,
N17AF,PA.23 Aztec 250E,27-7405291,,,,,,,,
N17AG,Cessna 421C Golden Eagle,0080  ex N421PC,,,,,,,,
N17AG,,,,,,,,,,
N17AH,Gates Learjet 25D,25D-316,,,,,,,,
N17AH,Gates Learjet 25D,25D-316,,,,,,,,
N17AJ,Christen Eagle,001,,,,,,,,
N17AJ,SNIAS SN.601 Corvette,15,,,,,,,,
N17AJ (C),SNIAS SN.601 Corvette,15,,,,,,,,
N17AK,Viking Dragonfly,182,,,,,,,,
N17AK,,,,,,,,,,
N17AL,Beech 99A,U-116  ex N806BA,,,,,,,,
N17AL,Bell 205A.1,30165,,,,,,,,
N17AL (C),Bell 205A.1,30165,,,,,,,,
N17AM,Cessna 414 Chancellor,0524,,,,,,,,
N17AM,Cessna 414 Chancellor,0524,,,,,,,,
N17AN,Cessna 650 Citation III,650-0054  ex N1183,,,,,,,,
N17AN,,,,,,,,,,
N17AP,PA.25 Pawnee 235,25-7405654,,,,,,,,
N17AP,,,,,,,,,,
N17AQ,,,,,,,,,,
N17AQ,,,,,,,,,,
N17AR,PA.32R Lance 300,32R-7780077  ex N7672F,,,,,,,,
N17AR,,,,,,,,,,
N17AR (C),Learjet 25,25-034  ex N3UC,,,,,,,,
N17AS,Glasflugel Standard Libelle 201B,419,,,,,,,,
N17AS,Glasflugel Standard Libelle 201B,419,,,,,,,,
N17AT,Beech 95 Travel Air,TD-107,,,,,,,,
N17AT,Beech 95 Travel Air,TD-107,,,,,,,,
N17AU,,,,,,,,,,
N17AU,,,,,,,,,,
N17AV,PA.28 Archer 181-II,28-8390078  ex N4311U,,,,,,,,
N17AV,,,,,,,,,,
N17AW,Rand Robinson KR.2,3812,,,,,,,,
N17AW,Rand Robinson KR.2,3812,,,,,,,,
N17AX,,,,,,,,,,
N17AX,,,,,,,,,,
N17AY,,,,,,,,,,
N17AY,,,,,,,,,,
N17AZ,Sikorsky S.61N,61-748,,,,,,,,
N17AZ,Sikorsky S.61N,61-748,,,,,,,,
N17B,Glasflugel H.301 Libelle,21,,,,,,,,
N17B,Glasflugel H.301 Libelle,21,,,,,,,,
N17BA,Corben Junior Ace,520,,,,,,,,
N17BA,Corben Junior Ace,1,,,,,,,,
N17BA (C),Corben Junior Ace,1,,,,,,,,
N17BB,Picotte Home Built Experimental,1,,,,,,,,
N17BB,Picotte Home Built Experimental,1,,,,,,,,
N17BC,Cessna A.188B Agwagon,01272,,,,,,,,
N17BC,Aero Commander 680E,680E-844-70,,,,,,,,
N17BC (C),Aero Commander 680E,680E-844-70,,,,,,,,
N17BD,PA.30 Twin Comanche 160B,30-1520,,,,,,,,
N17BD,PA.30 Twin Comanche 160B,30-1520,,,,,,,,
N17BE,Rutan 61 LongEz,1471,,,,,,,,
N17BE,Rutan 61 LongEz,1471,,,,,,,,
N17BE (C)        ,Pitts S.1D Special,7-0067,,,,,,,,
N17BE (C)        ,Pitts S.1D Special,7-0067,,,,,,,,
N17BF,Schreder HP.18,BF-02,,,,,,,,
N17BF,Schreder HP.18,BF-02,,,,,,,,
N17BG,Pitts S.1 Special,690H,,,,,,,,
N17BG,Pitts S.1 Special,690H,,,,,,,,
N17BH,Cessna 182P Skylane,61384,,,,,,,,
N17BH,Cessna 182P Skylane,61384,,,,,,,,
N17BJ,Rand Robinson KR.2,4442,,,,,,,,
N17BJ,Rand Robinson KR.2,4442,,,,,,,,
N17BK,Kiese Easy,2198,,,,,,,,
N17BK,,,,,,,,,,
N17BL,Evans VP.1,1,,,,,,,,
N17BL,Evans VP.1,1,,,,,,,,
N17BM,Boeing A.75N1 Stearman,75-4718,,,,,,,,
N17BM,Boeing A.75N1 Stearman,75-4718,,,,,,,,
N17BN,,,,,,,,,,
N17BN,,,,,,,,,,
N17BP,Beech 95.B55 Baron,TC-1650,,,,,,,,
N17BP,Beech 95.B55 Baron,TC-1650,,,,,,,,
N17BQ,,,,,,,,,,
N17BQ,,,,,,,,,,
N17BR,Beech 95.58 Baron,TH-1372,,,,,,,,
N17BR,Beech 95.58 Baron,TH-1372,,,,,,,,
N17BS,Cessna 172F Skyhawk,52856,,,,,,,,
N17BS,Cessna 172F Skyhawk,52856,,,,,,,,
N17BT,Cessna 402B,0515,,,,,,,,
N17BT,Cessna 402B,0515,,,,,,,,
N17BU,,,,,,,,,,
N17BU,,,,,,,,,,
N17BV,,,,,,,,,,
N17BV,,,,,,,,,,
N17BW,Beech 19A Musketeer Sport,MB-344,,,,,,,,
N17BW,Beech 19A Musketeer Sport,MB-344,,,,,,,,
N17BX,,,,,,,,,,
N17BX,,,,,,,,,,
N17BY,,,,,,,,,,
N17BY,,,,,,,,,,
N17BZ,,,,,,,,,,
N17BZ,,,,,,,,,,
N17C,Nieuport 17C,1,,,,,,,,
N17C,Nieuport 17C,1,,,,,,,,
N17CA,Grumman G.159 Gulfstream 1,123,,,,,,,,
N17CA,Grumman G.159 Gulfstream 1,123,,,,,,,,
N17CB,Beech V.35 Bonanza,D-8232,,,,,,,,
N17CB,Beech V.35 Bonanza,D-8232,,,,,,,,
N17CC,Beech V.35B Bonanza,D-9087,,,,,,,,
N17CC,Beech V.35B Bonanza,D-9087,,,,,,,,
N17CD,Cessna T.210N Turbo Centurion,64713,,,,,,,,
N17CD,Cessna T.210N Turbo Centurion,64713,,,,,,,,
N17CE,Christen Eagle II,0001-J,,,,,,,,
N17CE,Christen Eagle II,0001-J,,,,,,,,
N17CF,Pitts S.2E Special,K0024,,,,,,,,
N17CF,Pitts S.2E Special,K0024,,,,,,,,
N17CG,Cessna 421 Golden Eagle,0051  ex N19HN,,,,,,,,
N17CG (C),Beech A.60 Duke ,P-209  to N100EK,,,,,,,,
N17CG (C),Rockwell Commander JetProp 1000,96003,,,,,,,,
N17CG (C),Beech A.60 Duke ,P-209  to N100EK,,,,,,,,
N17CH,Cessna 402B,0519,,,,,,,,
N17CH,Cessna 402B,0519,,,,,,,,
N17CJ,Cessna T.210N Turbo Centurion,64243  ex N5547Y,,,,,,,,
N17CJ,,,,,,,,,,
N17CK,Kohis CK.1,1,,,,,,,,
N17CK,,,,,,,,,,
N17CL,PA.28 Archer 181-II,28-7790444,,,,,,,,
N17CL,PA.28 Archer 181-II,28-7790444,,,,,,,,
N17CM,Bensen B.8M,708945,,,,,,,,
N17CM,Bensen B.8M,708945,,,,,,,,
N17CN,Canadair CL.601 2A12 Challenger,3027  ex N5402X,,,,,,,,
N17CN,Canadair CL.601 2A12 Challenger,3027  ex N5402X,,,,,,,,
N17CP,Star-Lite Aircraft Star-Lite,166,,,,,,,,
N17CP (C),Beech 100 King Air,B-243  to N72EH,,,,,,,,
N17CP (C),Beech 100 King Air,B-243  to N72EH,,,,,,,,
N17CQ,Cessna 310R,0117,,,,,,,,
N17CQ,Cessna 310R,0117,,,,,,,,
N17CR,PA.24 Comanche 260,24-4093,,,,,,,,
N17CR,PA.24 Comanche 260,24-4093,,,,,,,,
N17CS,Beech C.35 Bonanza,D-2905,,,,,,,,
N17CS,Beech C.35 Bonanza,D-2905,,,,,,,,
N17CT,Mooney M.20J-201,24-1321,,,,,,,,
N17CT,Mooney M.20J-201,24-1321,,,,,,,,
N17CU,,,,,,,,,,
N17CU,,,,,,,,,,
N17CV,Beech D.17S,4893,,,,,,,,
N17CV,Beech D.17S,4893,,,,,,,,
N17CW,Monnett Sonerai I,3CW-5,,,,,,,,
N17CW,Monnett Sonerai I,3CW-5,,,,,,,,
N17CX,,,,,,,,,,
N17CX,,,,,,,,,,
N17CY,,,,,,,,,,
N17CY,,,,,,,,,,
N17CZ,,,,,,,,,,
N17CZ,,,,,,,,,,
N17D,PA.28 Cherokee 140F,28-7325367,,,,,,,,
N17D,PA.28 Cherokee 140F,28-7325367,,,,,,,,
N17DA,PA.22 Tri-Pacer 135,22-1457,,,,,,,,
N17DA,PA.22 Tri-Pacer 135,22-1457,,,,,,,,
N17DB,Monnett Sonerai IIL,1545L,,,,,,,,
N17DB,Monnett Sonerai IIL,1545L,,,,,,,,
N17DC,Beech B.35 Bonanza,D-2669,,,,,,,,
N17DC,Beech B.35 Bonanza,D-2669,,,,,,,,
N17DD,Pitts S.1C Special,346H,,,,,,,,
N17DD,Pitts S.1C Special,346H,,,,,,,,
N17DE,,,,,,,,,,
N17DE,,,,,,,,,,
N17DF,Bensen B.8M,1DGF,,,,,,,,
N17DF,Bensen B.8M,1DGF,,,,,,,,
N17DG,Aerotek-Pitts S.2A Special,2102,,,,,,,,
N17DG,Aerotek-Pitts S.2A Special,2102,,,,,,,,
N17DH,Stolp SA.300 Starduster Too,460,,,,,,,,
N17DH,Stolp SA.300 Starduster Too,460,,,,,,,,
N17DJ,,,,,,,,,,
N17DJ,,,,,,,,,,
N17DK,Mooney M.20B,1712,,,,,,,,
N17DK,Mooney M.20B,1712,,,,,,,,
N17DL,Aero Commander 500S Shrike Commander,1866-42,,,,,,,,
N17DL,Aero Commander 500S Shrike Commander,1866-42,,,,,,,,
N17DM,Aerotek-Pitts S.2 Special,2075,,,,,,,,
N17DM,Aerotek-Pitts S.2 Special,2075,,,,,,,,
N17DN,,,,,,,,,,
N17DN,,,,,,,,,,
N17DP,Schweizer SGS 1-26C,278,,,,,,,,
N17DP,Schweizer SGS 1-26C,278,,,,,,,,
N17DQ,,,,,,,,,,
N17DQ,,,,,,,,,,
N17DR,Rutan Varieze,1143,,,,,,,,
N17DR,Rutan Varieze,1143,,,,,,,,
N17DS,Stolp SA.300 Starduster Too,461,,,,,,,,
N17DS,Stolp SA.300 Starduster Too,461,,,,,,,,
N17DT,Acey Deucy P.70,411,,,,,,,,
N17DT,Acey Deucy P.70,411,,,,,,,,
N17DU,,,,,,,,,,
N17DU,,,,,,,,,,
N17DV,Albatros DAV,JP1991DV,,,,,,,,
N17DV,,,,,,,,,,
N17DW,Beech 200 Super King Air,BB-648  ex N648MW,,,,,,,,
N17DW,Schreder HP.18,35,,,,,,,,
N17DW (C),Schreder HP.18,35,,,,,,,,
N17DX,,,,,,,,,,
N17DX,,,,,,,,,,
N17DY,,,,,,,,,,
N17DY,,,,,,,,,,
N17DZ,,,,,,,,,,
N17DZ,,,,,,,,,,
N17E (C),North American SNJ.5 Texan,ex 84968  to N23ZH,,,,,,,,
N17E (C),North American SNJ.5 Texan,ex 84968  to N23ZH,,,,,,,,
N17EA,PA.31 Turbo Navajo 325 C/R,31-7912005  ex N901JF,,,,,,,,
N17EA,,,,,,,,,,
N17EA (C),Bell 206 Jet Ranger,3665,,,,,,,,
N17EB,Briegleb BG.12BD,220,,,,,,,,
N17EB,Briegleb BG.12BD,220,,,,,,,,
N17EC,Neico Aviation Lancair 320,078,,,,,,,,
N17EC,,,,,,,,,,
N17ED,,,,,,,,,,
N17ED,,,,,,,,,,
N17EE,Cessna 182Q Skylane,66666  ex N95873,,,,,,,,
N17EE,,,,,,,,,,
N17EF,Cessna 152,81353  ex N49839,,,,,,,,
N17EF,Beech 95.58 Baron,TH-635,,,,,,,,
N17EF (C),Beech 95.58 Baron,TH-635,,,,,,,,
N17EG,,,,,,,,,,
N17EG,,,,,,,,,,
N17EH,Pereira GP.3 Osprey II,105A,,,,,,,,
N17EH,Pereira GP.3 Osprey II,105A,,,,,,,,
N17EJ,,,,,,,,,,
N17EJ,,,,,,,,,,
N17EK,,,,,,,,,,
N17EK,,,,,,,,,,
N17EL,Beech 65.C90 King Air,LJ-1101  ex N17FL,,,,,,,,
N17EL,,,,,,,,,,
N17EM,Gates Learjet 35A,35A-287,,,,,,,,
N17EM,Gates Learjet 35A,35A-287,,,,,,,,
N17EN,Beech 65.C90 King Air,LJ-998,,,,,,,,
N17EN,Beech 65.C90 King Air,LJ-998,,,,,,,,
N17EP,,,,,,,,,,
N17EP,,,,,,,,,,
N17EQ,,,,,,,,,,
N17EQ,,,,,,,,,,
N17ER,Pitts S.1 Special,347H,,,,,,,,
N17ER,Pitts S.1 Special,347H,,,,,,,,
N17ES,QAC Quickie,394,,,,,,,,
N17ES,QAC Quickie,394,,,,,,,,
N17ET,Valentin Taifun 17E,1026,,,,,,,,
N17ET,Valentin Taifun 17E,1026,,,,,,,,
N17EU,,,,,,,,,,
N17EU,,,,,,,,,,
N17EV,,,,,,,,,,
N17EV,,,,,,,,,,
N17EW,Rolladen-Schneider LS.1F,448,,,,,,,,
N17EW,Rolladen-Schneider LS.1F,448,,,,,,,,
N17EX,,,,,,,,,,
N17EX,,,,,,,,,,
N17EY,,,,,,,,,,
N17EY,,,,,,,,,,
N17EZ,Rutan Varieze,1522,,,,,,,,
N17EZ,Rutan Varieze,1522,,,,,,,,
N17F,PA.23 Apache ,23-119,,,,,,,,
N17F,PA.23 Apache ,23-119,,,,,,,,
N17FA,Cessna 310R,0011,,,,,,,,
N17FA,Cessna 310R,0011,,,,,,,,
N17FB,PA.23 Apache,23-61,,,,,,,,
N17FB,PA.23 Apache,23-61,,,,,,,,
N17FC,Cessna 182N Skylane,60269,,,,,,,,
N17FC,Cessna 182N Skylane,60269,,,,,,,,
N17FD,Van's RV.3,FD-2,,,,,,,,
N17FD,Van's RV.3,FD-2,,,,,,,,
N17FE,Dassault Fan Jet Falcon D,232,,,,,,,,
N17FE,Dassault Fan Jet Falcon D,232,,,,,,,,
N17FF,Denney Kitfox,N-103  ex N855DW,,,,,,,,
N17FF,,,,,,,,,,
N17FG,Cessna 150M,77906,,,,,,,,
N17FG,Cessna 150M,77906,,,,,,,,
N17FH,Bell 206L.1 Long Ranger,45534,,,,,,,,
N17FH,Bell 206L.1 Long Ranger,45534,,,,,,,,
N17FJ,,,,,,,,,,
N17FJ,,,,,,,,,,
N17FK,,,,,,,,,,
N17FK,,,,,,,,,,
N17FL,Cessna 550 Citation II,550-0627,,,,,,,,
N17FL,,,,,,,,,,
N17FL (C),Beech 65.C90 King Air,LJ-1101  to N17EL,,,,,,,,
N17FM,Pitts S.1C Special,FB17,,,,,,,,
N17FM,Pitts S.1C Special,FB17,,,,,,,,
N17FN,Learjet 24B,24B-220  ex N248J,,,,,,,,
N17FN,,,,,,,,,,
N17FP,Stolp SA.300 Starduster Too,1130,,,,,,,,
N17FP,Stolp SA.300 Starduster Too,1130,,,,,,,,
N17FQ,,,,,,,,,,
N17FQ,,,,,,,,,,
N17FR,,,,,,,,,,
N17FR,,,,,,,,,,
N17FS,Pitts S.1 Special,467H,,,,,,,,
N17FS,Pitts S.1 Special,467H,,,,,,,,
N17FT,,,,,,,,,,
N17FT,Sikorsky S.58ET,58-827,,,,,,,,
N17FU,,,,,,,,,,
N17FU,,,,,,,,,,
N17FV,,,,,,,,,,
N17FV,,,,,,,,,,
N17FW,Bensen Gyrocopter,VNGC-1,,,,,,,,
N17FW,Bensen Gyrocopter,VNGC-1,,,,,,,,
N17FX,,,,,,,,,,
N17FX,,,,,,,,,,
N17FY,,,,,,,,,,
N17FY,,,,,,,,,,
N17FZ,,,,,,,,,,
N17FZ,,,,,,,,,,
N17G,Stits SA.3A Playboy,P-506,,,,,,,,
N17G,Stits SA.3A Playboy,P-506,,,,,,,,
N17GA,Cessna 402,0139,,,,,,,,
N17GA,Cessna 402,0139,,,,,,,,
N17GB,Beech D.17S,4818,,,,,,,,
N17GB,Beech D.17S,4818,,,,,,,,
N17GC,Pitts S.1S Special,409H,,,,,,,,
N17GC,Pitts S.1S Special,409H,,,,,,,,
N17GD,,,,,,,,,,
N17GD,,,,,,,,,,
N17GE,,,,,,,,,,
N17GE,,,,,,,,,,
N17GF,,,,,,,,,,
N17GF,,,,,,,,,,
N17GG,Rockwell Commander JetProp 840,11636,,,,,,,,
N17GG,Rockwell Commander JetProp 840,11636,,,,,,,,
N17GH,Glaser-Dirks DG.100G,73G3,,,,,,,,
N17GH,Glaser-Dirks DG.100G,73G3,,,,,,,,
N17GJ,Bensen B.8M,05907,,,,,,,,
N17GJ,Bensen B.8M,05907,,,,,,,,
N17GK,Bensen RSB Gyrocopter,24931,,,,,,,,
N17GK,Bensen RSB Gyrocopter,24931,,,,,,,,
N17GL,Gates Learjet 55,55-099  ex N2992,,,,,,,,
N17GL,Gates Learjet 35A,35A-278,,,,,,,,
N17GL (C),Gates Learjet 35A,35A-278,,,,,,,,
N17GM,Pitts S.2E Special,GEM-2,,,,,,,,
N17GM,Pitts S.2E Special,GEM-2,,,,,,,,
N17GN,,,,,,,,,,
N17GN,,,,,,,,,,
N17GP,Beech 58P Baron,TJ-210,,,,,,,,
N17GP,Beech 58P Baron,TJ-210,,,,,,,,
N17GQ,,,,,,,,,,
N17GQ,,,,,,,,,,
N17GR,Protech PT.2 Sassy,PT-1010,,,,,,,,
N17GR,,,,,,,,,,
N17GS,Globe GC.1B Swift,17,,,,,,,,
N17GS,Globe GC.1B Swift,17,,,,,,,,
N17GT,Pitts S.1GT Special,003GT,,,,,,,,
N17GT,Pitts S.1GT Special,003GT,,,,,,,,
N17GU,,,,,,,,,,
N17GU,,,,,,,,,,
N17GV,,,,,,,,,,
N17GV,,,,,,,,,,
N17GW,Cassutt 2-3,G.W.17,,,,,,,,
N17GW,Cassutt 2-3,G.W.17,,,,,,,,
N17GX,,,,,,,,,,
N17GX,,,,,,,,,,
N17GY,,,,,,,,,,
N17GY,,,,,,,,,,
N17GZ,,,,,,,,,,
N17GZ,,,,,,,,,,
N17H,Tomcat Mk.6B,13,,,,,,,,
N17H,Tomcat Mk.6B,13,,,,,,,,
N17HA,Ted Smith Aerostar 600,60-0142-062,,,,,,,,
N17HA,Ted Smith Aerostar 600,60-0142-062,,,,,,,,
N17HB,Rotorway Scorpion Too,237,,,,,,,,
N17HB,Rotorway Scorpion Too,237,,,,,,,,
N17HC,QAC Quickie Q.200,461,,,,,,,,
N17HC,QAC Quickie Q.200,461,,,,,,,,
N17HC (C),Bell 206B Jet Ranger,2771  to N157P,,,,,,,,
N17HC (C),Bell 206B Jet Ranger,2771  to N157P,,,,,,,,
N17HD,,,,,,,,,,
N17HD,,,,,,,,,,
N17HE,,,,,,,,,,
N17HE,,,,,,,,,,
N17HF,Rockwell Commander 690A,11127  ex N199WP,,,,,,,,
N17HF,,,,,,,,,,
N17HG,,,,,,,,,,
N17HG,,,,,,,,,,
N17HH,Christen Eagle II,HUTCHINSON-0001,,,,,,,,
N17HH,Christen Eagle II,HUTCHINSON-0001,,,,,,,,
N17HJ,K and S SA.105 Cavalier,6812,,,,,,,,
N17HJ,K and S SA.105 Cavalier,6812,,,,,,,,
N17HK,Monnett Monerai S,207,,,,,,,,
N17HK,Monnett Monerai S,207,,,,,,,,
N17HL,Cessna 421B Golden Eagle,0310,,,,,,,,
N17HL,Cessna 421B Golden Eagle,0310,,,,,,,,
N17HM,Cessna 425 Corsair,0200  ex N122MD,,,,,,,,
N17HM,Beech 200 Super King Air,BB-711,,,,,,,,
N17HM (C),Beech 200 Super King Air,BB-711,,,,,,,,
N17HN,,,,,,,,,,
N17HN,,,,,,,,,,
N17HP,Cessna 182R Skylane,68230  ex N3055E,,,,,,,,
N17HP,Cessna 172M Skyhawk,66345,,,,,,,,
N17HP (C),Cessna 172M Skyhawk,66345  to N17HZ,,,,,,,,
N17HQ,,,,,,,,,,
N17HQ,,,,,,,,,,
N17HR,Cessna 172H Skyhawk,55645,,,,,,,,
N17HR,Cessna 172H Skyhawk,55645,,,,,,,,
N17HS,Piper J.3 Cub,18832  ex N98608,,,,,,,,
N17HS ,Cessna 210G Centurion,58844  to and from N47HS,,,,,,,,
N17HS (C),Piper J.3 Cub,18832  ex N98608 presumably cancelled on restoration of the Cessna 210,,,,,,,,
N17HS (C),Cessna 210G Centurion,58844,,,,,,,,
N17HT,Mooney M.20C,20-1172,,,,,,,,
N17HT,Mooney M.20C,20-1172,,,,,,,,
N17HU,CGS Hawk A,H1-17-C,,,,,,,,
